SYMBOL BIOTYPE
Gm15611 lncRNA
Gdap1 protein_coding
Gm14648 processed_pseudogene
Gm10790 lncRNA
Gm11941 processed_pseudogene
Gm11942 processed_pseudogene
Gas2l1 protein_coding
Gm10075 processed_pseudogene
Gm11943 processed_pseudogene
Gins4 protein_coding
Gfod1 protein_coding
Gabrr2 protein_coding
Gm15496 lncRNA
Gm13389 lncRNA
Gm10855 lncRNA
Gm10115 lncRNA
Gm13210 processed_pseudogene
Gm13211 lncRNA
Gm13254 processed_pseudogene
Gm13255 processed_pseudogene
Gm13217 unprocessed_pseudogene
Gm13221 processed_pseudogene
Gm13219 lncRNA
Gabrr1 protein_coding
Gm13220 processed_pseudogene
Gata3 protein_coding
Gm11930 processed_pseudogene
Gm13256 lncRNA
Gm11934 lncRNA
Gm13262 lncRNA
Galp protein_coding
Gm11935 processed_pseudogene
Gm12753 lncRNA
Gm12751 processed_pseudogene
Gm12752 processed_pseudogene
Gm12754 processed_pseudogene
Gm12351 processed_pseudogene
Gm12350 processed_pseudogene
Gm10482 lncRNA
Gm13261 lncRNA
Gm10145 processed_pseudogene
Gm10165 lncRNA
Gm11962 processed_pseudogene
Gm11963 lncRNA
Gm15574 processed_pseudogene
Gm13265 processed_pseudogene
Gm13263 processed_pseudogene
Gm13264 lncRNA
Gm13297 processed_pseudogene
Gm13294 processed_pseudogene
Gm10481 processed_pseudogene
Gm11964 processed_pseudogene
Gm11965 processed_pseudogene
Gm10108 processed_pseudogene
Gm136 protein_coding
Gm10088 processed_pseudogene
Gm10113 lncRNA
Gm13293 lncRNA
Gm13291 lncRNA
Gm13292 processed_pseudogene
Gm13296 processed_pseudogene
Gm12363 processed_pseudogene
Gm12361 processed_pseudogene
Gm12362 processed_pseudogene
Gm12364 lncRNA
Gm12366 processed_pseudogene
Gm12367 lncRNA
Gm10370 TEC
Gm12368 processed_pseudogene
Gm12365 processed_pseudogene
Gm13717 processed_pseudogene
Gm12369 processed_pseudogene
Gm12370 processed_pseudogene
Gm12371 lncRNA
Gm12374 lncRNA
Gm12375 processed_pseudogene
Gm12378 processed_pseudogene
Gm12379 processed_pseudogene
Gm12380 processed_pseudogene
Gm12381 lncRNA
Gm12382 processed_pseudogene
Gm12383 processed_pseudogene
Gm12385 processed_pseudogene
Gm12384 processed_pseudogene
Gm12386 processed_pseudogene
Gm12387 processed_pseudogene
Gm12388 processed_pseudogene
Gm12389 processed_pseudogene
Gm10354 protein_coding
Gm10275 transcribed_processed_pseudogene
Gm15034 processed_pseudogene
Gm15036 processed_pseudogene
Gm14696 lncRNA
Gm14697 lncRNA
Foxg1 protein_coding
Gm11966 processed_pseudogene
Gm15037 processed_pseudogene
Gm14719 processed_pseudogene
Gm10689 processed_pseudogene
Fxr1 protein_coding
Gm10851 lncRNA
G2e3 protein_coding
Gm13260 processed_pseudogene
Gm10241 processed_pseudogene
G630093K05Rik lncRNA
Gm15033 processed_pseudogene
Gm14612 processed_pseudogene
Gm14620 processed_pseudogene
Gm12391 processed_pseudogene
Gck protein_coding
Gm10302 protein_coding
Gm12390 processed_pseudogene
Frmd7 protein_coding
Gm10268 processed_pseudogene
Gm11967 lncRNA
Gm13724 processed_pseudogene
Gm13725 processed_pseudogene
Gm14621 processed_pseudogene
Gm10222 unprocessed_pseudogene
Gm14581 processed_pseudogene
Gm10925 unprocessed_pseudogene
Gm12397 processed_pseudogene
Gm14582 lncRNA
Gm14586 processed_pseudogene
Gm13310 processed_pseudogene
Gm14607 processed_pseudogene
Gm10327 processed_pseudogene
Gm15335 processed_pseudogene
Gm15702 processed_pseudogene
Gm10179 processed_pseudogene
Gm11969 processed_pseudogene
Gm14585 processed_pseudogene
Gm15334 lncRNA
Gm15336 lncRNA
Gm11401 processed_pseudogene
Gm15333 processed_pseudogene
Gm15337 lncRNA
Gm14584 processed_pseudogene
Gm14592 processed_pseudogene
Gm14600 processed_pseudogene
Gm13321 processed_pseudogene
Ganab protein_coding
Gm11548 lncRNA
Gm14593 processed_pseudogene
Gm11550 processed_pseudogene
Gm14599 unprocessed_pseudogene
Gm14589 processed_pseudogene
Gm14591 processed_pseudogene
Gm15482 lncRNA
Gm14601 transcribed_processed_pseudogene
Gm14644 processed_pseudogene
Gm14598 unprocessed_pseudogene
Gm14596 unprocessed_pseudogene
Gm14594 unprocessed_pseudogene
Gm13270 lncRNA
Gm10465 lncRNA
Gm12402 processed_pseudogene
Gm14595 unprocessed_pseudogene
Gm14590 unprocessed_pseudogene
Gm12403 processed_pseudogene
Gm14625 unprocessed_pseudogene
Gm14622 unprocessed_pseudogene
Gm14626 unprocessed_pseudogene
Gm14623 unprocessed_pseudogene
Gm14624 unprocessed_pseudogene
Gm14638 unprocessed_pseudogene
Gm14639 processed_pseudogene
Frk protein_coding
Gm14627 processed_pseudogene
Gm12401 processed_pseudogene
Gm14633 processed_pseudogene
Gm15667 processed_pseudogene
Gm10353 lncRNA
Gm13781 lncRNA
Gm10477 unprocessed_pseudogene
Gm12377 processed_pseudogene
Gm12376 processed_pseudogene
Gm15455 processed_pseudogene
Gm10784 processed_pseudogene
Gm12404 lncRNA
Gm13782 lncRNA
Gm14528 processed_pseudogene
Gm11970 processed_pseudogene
Gm11971 processed_pseudogene
Gm11972 processed_pseudogene
Gm12406 lncRNA
Gm12405 lncRNA
Fyn protein_coding
Gm11973 lncRNA
Gm13320 TEC
Fth1 protein_coding
Gm13266 lncRNA
Gadd45g protein_coding
Gfer protein_coding
Gm10926 TEC
Galt protein_coding
Gm14718 lncRNA
Gm12531 lncRNA
Gm10849 pseudogene
Gm13268 processed_pseudogene
Gm13312 processed_pseudogene
Gm13314 processed_pseudogene
Gm13311 processed_pseudogene
Glt8d1 protein_coding
Gm10848 lncRNA
Gm13315 processed_pseudogene
Gm13269 lncRNA
Gm13316 processed_pseudogene
Gm13833 lncRNA
Gm12582 processed_pseudogene
Gm12583 processed_pseudogene
Gm13835 processed_pseudogene
Gm12584 processed_pseudogene
Gm11975 processed_pseudogene
Gm12532 lncRNA
Gm12534 lncRNA
Gm14532 lncRNA
Gm13844 lncRNA
Gm12540 processed_pseudogene
Gm10143 lncRNA
Gm12407 unprocessed_pseudogene
Gm10601 unprocessed_pseudogene
Gm13307 lncRNA
Gm13302 unprocessed_pseudogene
Gm13313 processed_pseudogene
Gm13367 processed_pseudogene
Gm13366 processed_pseudogene
Gm13365 processed_pseudogene
Gm13368 processed_pseudogene
Gm13304 protein_coding
Gm13299 lncRNA
Gm13306 protein_coding
Gm14630 processed_pseudogene
Gm11978 transcribed_processed_pseudogene
Gm14629 unprocessed_pseudogene
Gm14631 processed_pseudogene
Gm13326 processed_pseudogene
Gm13325 processed_pseudogene
Gm13322 lncRNA
Gm13305 protein_coding
Gm13848 lncRNA
Gm14649 processed_pseudogene
Gm11980 processed_pseudogene
Gm14647 processed_pseudogene
Gm13849 lncRNA
Gm11981 lncRNA
Gm14645 processed_pseudogene
Gm14650 processed_pseudogene
Gm11976 processed_pseudogene
Gm11977 processed_pseudogene
Gm11979 processed_pseudogene
Gm11982 processed_pseudogene
Gm11983 protein_coding
Gm11984 processed_pseudogene
Gm13850 lncRNA
Gm12564 processed_pseudogene
Gm12565 processed_pseudogene
Gm14890 processed_pseudogene
Gm14887 processed_pseudogene
Gm13301 transcribed_unprocessed_pseudogene
Gm10600 transcribed_unprocessed_pseudogene
Gm14891 processed_pseudogene
Gm10267 protein_coding
Gm13324 lncRNA
Gm13323 processed_pseudogene
Gm13329 processed_pseudogene
Gm13330 lncRNA
Gm10542 protein_coding
Gm10591 protein_coding
Gm11986 lncRNA
Gm11987 unprocessed_pseudogene
Gm11988 processed_pseudogene
Gm11989 processed_pseudogene
Gm13852 processed_pseudogene
Gm15524 lncRNA
Gm13351 processed_pseudogene
Gm12395 lncRNA
Gm15719 processed_pseudogene
Gm13350 processed_pseudogene
Gm13349 processed_pseudogene
Gm13353 processed_pseudogene
Gm13355 processed_pseudogene
Gm13352 processed_pseudogene
Gm11990 processed_pseudogene
Gm14540 lncRNA
Gm12394 protein_coding
Gm1401 processed_pseudogene
Gm15715 processed_pseudogene
Gm11991 processed_pseudogene
Gm11025 processed_pseudogene
Gm14661 lncRNA
Gm14651 processed_pseudogene
Gm14660 processed_pseudogene
Gm14662 lncRNA
Gm14664 lncRNA
Gm14663 processed_pseudogene
Gm13333 processed_pseudogene
Gm14665 processed_pseudogene
Gm14666 processed_pseudogene
Gm14821 processed_pseudogene
Gm14655 processed_pseudogene
Gm14656 processed_pseudogene
Gm11992 protein_coding
Gm14679 processed_pseudogene
Gm14678 processed_pseudogene
Gm13854 processed_pseudogene
Gm14677 processed_pseudogene
Gm13853 lncRNA
Gm14659 processed_pseudogene
Gm14657 processed_pseudogene
Gemin2 protein_coding
Gm13332 processed_pseudogene
Fut10 protein_coding
Gm10540 processed_pseudogene
Gm14676 processed_pseudogene
Gm14667 processed_pseudogene
Gm14673 processed_pseudogene
Gm11993 processed_pseudogene
Gm14669 processed_pseudogene
Gm14670 processed_pseudogene
Gm13856 lncRNA
Gm14668 processed_pseudogene
Gm14671 processed_pseudogene
Gm14674 processed_pseudogene
Gm14681 processed_pseudogene
Gm14682 processed_pseudogene
Gm14687 processed_pseudogene
Gm1140 protein_coding
Gm14692 protein_coding
Gm14688 processed_pseudogene
Gm14701 processed_pseudogene
Gm13344 lncRNA
Gm13855 lncRNA
Gm13345 processed_pseudogene
Gm13348 lncRNA
Gm14546 lncRNA
Gm13343 processed_pseudogene
Gm13346 lncRNA
Gm13347 processed_pseudogene
Gm11996 processed_pseudogene
Gm11997 processed_pseudogene
Gm13859 unprocessed_pseudogene
Gm13858 unprocessed_pseudogene
Gm10182 processed_pseudogene
Gm12598 processed_pseudogene
Gm12599 processed_pseudogene
Gm10731 processed_pseudogene
Gm11998 lncRNA
Gm11999 lncRNA
Gm13857 transcribed_processed_pseudogene
Gm10475 lncRNA
Gm12000 lncRNA
Gm14699 processed_pseudogene
Gm14698 protein_coding
Gm13860 lncRNA
Gm14705 lncRNA
Gm13361 processed_pseudogene
Gm13363 processed_pseudogene
Gm13360 processed_pseudogene
Gm13328 processed_pseudogene
Gm13335 lncRNA
Gm13362 lncRNA
Gm15421 transcribed_processed_pseudogene
Gm10240 processed_pseudogene
Fscb protein_coding
Gm14704 processed_pseudogene
Gm14722 processed_pseudogene
Gm14721 processed_pseudogene
Gm13861 lncRNA
Gm14547 lncRNA
Gm14727 processed_pseudogene
Gm14729 processed_pseudogene
Gm14726 unprocessed_pseudogene
Gm14724 processed_pseudogene
Gm14725 unprocessed_pseudogene
Gm14728 unprocessed_pseudogene
Gm14732 processed_pseudogene
Gm14731 processed_pseudogene
Gm13380 lncRNA
Gm13375 lncRNA
Gm14730 processed_pseudogene
Gm13377 unprocessed_pseudogene
Gm13376 lncRNA
Gm12001 processed_pseudogene
Foxo3 protein_coding
Gm13378 processed_pseudogene
Gm13327 lncRNA
Gm13864 processed_pseudogene
Gm13862 processed_pseudogene
Gm13863 processed_pseudogene
Gm15600 lncRNA
Gm10701 lncRNA
Gm15197 processed_pseudogene
Gm15198 processed_pseudogene
Gm13379 processed_pseudogene
Gm13337 processed_pseudogene
Gm10356 processed_pseudogene
Gm10730 TEC
Gm12002 lncRNA
Gm12003 processed_pseudogene
Gm12004 processed_pseudogene
Gm12005 processed_pseudogene
Gm12006 processed_pseudogene
Gm13342 processed_pseudogene
Gm13341 unprocessed_pseudogene
Gm13340 unprocessed_pseudogene
Gm13339 unprocessed_pseudogene
Gad2 protein_coding
Gm15200 lncRNA
Gm12007 processed_pseudogene
Gm12008 processed_pseudogene
Gm12009 processed_pseudogene
Gm15199 lncRNA
Gm12010 processed_pseudogene
Gm12011 processed_pseudogene
Gm10131 protein_coding
Gm12012 processed_pseudogene
Gm13338 processed_pseudogene
Gm13356 processed_pseudogene
Gm12663 processed_pseudogene
Gm12664 processed_pseudogene
Gm10181 protein_coding
Gm10180 processed_pseudogene
Ftmt protein_coding
Gm14441 processed_pseudogene
Gm14723 processed_pseudogene
Gm1141 protein_coding
Glb1l2 protein_coding
Gabre protein_coding
Gm12014 processed_pseudogene
Gabra3 protein_coding
Gm12013 processed_pseudogene
Gm14735 processed_pseudogene
Gm14736 processed_pseudogene
Gabrq protein_coding
Gm15571 processed_pseudogene
Glb1l3 protein_coding
Gm10812 pseudogene
Gm15589 lncRNA
Gm15651 lncRNA
Gm1110 protein_coding
Gm14684 lncRNA
Gm12015 processed_pseudogene
Gm12016 processed_pseudogene
Gm10212 unprocessed_pseudogene
Gm12454 lncRNA
Gm15587 lncRNA
G630064G18Rik lncRNA
Gm13357 processed_pseudogene
Gm10683 TEC
Gm12017 processed_pseudogene
Gm12018 lncRNA
Gm12019 processed_pseudogene
Gm12020 processed_pseudogene
Gm12022 lncRNA
Gm12021 processed_pseudogene
Gm12024 processed_pseudogene
Gm12023 lncRNA
Gm15561 lncRNA
Gm10729 TEC
Gm10728 TEC
Foxo1 protein_coding
Gm10362 processed_pseudogene
Gm12025 processed_pseudogene
Gm12026 processed_pseudogene
Gm12027 lncRNA
Glns-ps1 processed_pseudogene
Gm12028 processed_pseudogene
Gm12029 processed_pseudogene
Gm10293 processed_pseudogene
Galnt15 protein_coding
Gm12030 processed_pseudogene
Gm12031 lncRNA
Gm13423 processed_pseudogene
Gm13422 processed_pseudogene
Gm12033 processed_pseudogene
Gm12034 processed_pseudogene
Gm12035 processed_pseudogene
Gm15387 processed_pseudogene
Gm13331 processed_pseudogene
Gm13392 processed_pseudogene
Frem2 protein_coding
Gba2 protein_coding
Gm15606 lncRNA
Gm12036 processed_pseudogene
Gm15520 lncRNA
Gm15345 lncRNA
Gm13410 processed_pseudogene
Gm15521 lncRNA
Gm12037 lncRNA
Gm12038 processed_pseudogene
Gm13409 unprocessed_pseudogene
Gm10727 TEC
Gm10985 protein_coding
Gm12040 processed_pseudogene
Gm12041 processed_pseudogene
Gm10676 TEC
Glyat protein_coding
Gm13411 lncRNA
Gm10472 TEC
Gm15457 lncRNA
Gm15697 unprocessed_pseudogene
Gm12472 lncRNA
Gm12473 lncRNA
Gbx1 protein_coding
Gm12039 processed_pseudogene
Gm12042 processed_pseudogene
Gm12043 lncRNA
Gm12044 processed_pseudogene
Gm12045 processed_pseudogene
Gm12046 processed_pseudogene
Gm13415 lncRNA
Gm13418 processed_pseudogene
Gm13417 lncRNA
Gm10221 processed_pseudogene
Gm13416 processed_pseudogene
Gm12481 processed_pseudogene
Gm10782 lncRNA
Gm12492 processed_pseudogene
Gm12047 processed_pseudogene
Gipr protein_coding
Frg1 protein_coding
Gapdh-ps14 processed_pseudogene
Gm10238 unprocessed_pseudogene
Glipr2 protein_coding
Gm12050 lncRNA
Gm12051 lncRNA
Gm12052 lncRNA
Gm12053 processed_pseudogene
Gm12055 lncRNA
Gm12056 lncRNA
Gm12057 processed_pseudogene
Gm13459 processed_pseudogene
Gm12058 processed_pseudogene
Gm15512 lncRNA
Gm10254 processed_pseudogene
Gm10819 processed_pseudogene
Gm10244 lncRNA
Gm12059 lncRNA
Frmpd2 protein_coding
Galntl5 protein_coding
Gm12503 lncRNA
Galnt11 protein_coding
Gdf10 protein_coding
Gdf2 protein_coding
Gm14817 lncRNA
Gm10698 processed_pseudogene
Fth-ps2 processed_pseudogene
Frmd6 protein_coding
Gm12677 processed_pseudogene
Gm12455 processed_pseudogene
Gkap1 protein_coding
Gm10457 lncRNA
Gja1 protein_coding
Gm12462 lncRNA
Gm12463 processed_pseudogene
Gm12678 lncRNA
Gm12493 lncRNA
Gm12679 lncRNA
Glud1 protein_coding
Gcnt1 protein_coding
Gm10062 lncRNA
Foxred1 protein_coding
Gm10471 protein_coding
Gm10220 protein_coding
Gm10807 unprocessed_pseudogene
Gcc2 protein_coding
Gemin7 protein_coding
Gm12566 processed_pseudogene
Frmpd1 protein_coding
Frmpd1os lncRNA
Gm1113 protein_coding
Gm12585 processed_pseudogene
Gm13370 processed_pseudogene
Gm13369 processed_pseudogene
Gm12061 lncRNA
Gm12062 processed_pseudogene
Gm12063 lncRNA
Gm10105 processed_pseudogene
Gm12064 lncRNA
Gm12065 lncRNA
Gm12066 lncRNA
Gm12068 lncRNA
Gm12067 processed_pseudogene
Gm10466 lncRNA
Gm12665 lncRNA
Gm12411 processed_pseudogene
Gm12408 lncRNA
Gm12069 lncRNA
Gm12410 lncRNA
Gm12409 lncRNA
Gm12412 processed_pseudogene
Gm10334 protein_coding
Gm10290 processed_pseudogene
Gm12713 processed_pseudogene
Gm12071 processed_pseudogene
Gm12070 processed_pseudogene
Gm12072 processed_pseudogene
Gm12073 processed_pseudogene
Gm15634 lncRNA
Gm12074 processed_pseudogene
Gm12075 processed_pseudogene
Gm12077 processed_pseudogene
Gm12079 processed_pseudogene
Gm12080 processed_pseudogene
Gm12081 lncRNA
Gm10313 processed_pseudogene
Gm10273 processed_pseudogene
Gda protein_coding
Ghitm protein_coding
Gm10322 lncRNA
Gm13387 lncRNA
Gm12444 processed_pseudogene
Gm12445 processed_pseudogene
Gm12446 lncRNA
Gm12447 processed_pseudogene
Foxe1 protein_coding
Gm12443 processed_pseudogene
Gm12085 processed_pseudogene
Gm12086 processed_pseudogene
Gm12087 processed_pseudogene
Garem2 protein_coding
Gm10670 protein_coding
Gm10378 protein_coding
Gm10668 protein_coding
Gm10377 protein_coding
Gm12089 lncRNA
Gabbr2 protein_coding
Gm10376 protein_coding
Gm15283 lncRNA
Gm14686 transcribed_processed_pseudogene
Gm10375 protein_coding
Gm12425 processed_pseudogene
Gm12422 processed_pseudogene
Galnt12 protein_coding
Gas1 protein_coding
Gm12090 processed_pseudogene
Gm12088 lncRNA
Gm12091 processed_pseudogene
Gm12092 lncRNA
Gm12093 processed_pseudogene
Gm10779 TEC
Gm10665 protein_coding
Gm14846 processed_pseudogene
Gm12424 processed_pseudogene
Gm12423 processed_pseudogene
Gm12426 lncRNA
Gm10177 transcribed_processed_pseudogene
Gm10662 protein_coding
Gm11042 protein_coding
Gm12430 processed_pseudogene
Gm12434 lncRNA
Gm10312 processed_pseudogene
Gm15703 processed_pseudogene
Gm12094 processed_pseudogene
Gm12095 processed_pseudogene
Gdi1 protein_coding
Gm15550 processed_pseudogene
Gm10175 transcribed_processed_pseudogene
Ggnbp1 protein_coding
Gm15696 processed_pseudogene
Gm15694 processed_pseudogene
Gm12435 processed_pseudogene
Gm15729 lncRNA
Gm15465 processed_pseudogene
Gm12439 processed_pseudogene
Gm12438 processed_pseudogene
Gm12436 lncRNA
Gm12442 processed_pseudogene
Gm12096 processed_pseudogene
Gm12098 processed_pseudogene
Gm12097 processed_pseudogene
Gm12099 processed_pseudogene
Gm12100 lncRNA
Gm12101 processed_pseudogene
Gm12453 processed_pseudogene
Gm12451 unprocessed_pseudogene
Gm12452 processed_pseudogene
Gm10505 lncRNA
Fxn protein_coding
Fut7 protein_coding
G6pdx protein_coding
Gm15601 lncRNA
Gm12103 processed_pseudogene
Glra3 protein_coding
Gm15361 processed_pseudogene
Gm15362 processed_pseudogene
Gm15364 processed_pseudogene
Gm15365 processed_pseudogene
Gm14755 processed_pseudogene
Gm10053 protein_coding
Gm14758 unprocessed_pseudogene
Gm14695 unprocessed_pseudogene
Foxd4 protein_coding
Gm12104 processed_pseudogene
Gm14694 unprocessed_pseudogene
Gm14756 processed_pseudogene
Gm15363 unprocessed_pseudogene
Gab3 protein_coding
Gm12459 processed_pseudogene
Gm12458 processed_pseudogene
Gm12460 processed_pseudogene
Gm12461 processed_pseudogene
Gm12465 processed_pseudogene
Gm12466 processed_pseudogene
Gm12467 processed_pseudogene
Gm12475 processed_pseudogene
Gm15367 processed_pseudogene
Gm15461 lncRNA
Gm15516 processed_pseudogene
Gm12102 processed_pseudogene
Gm15218 lncRNA
Gm12105 processed_pseudogene
Gm12106 unprocessed_pseudogene
Gm15220 processed_pseudogene
Gm15217 protein_coding
Gm15222 lncRNA
Gm15221 lncRNA
Gm12107 lncRNA
Galnt7 protein_coding
Gm15420 lncRNA
Gm10451 lncRNA
Gm12108 lncRNA
Gm12109 processed_pseudogene
Gm15378 processed_pseudogene
Gm12482 processed_pseudogene
Gfm1 protein_coding
Gm10284 processed_pseudogene
Galntl6 protein_coding
Gm10101 lncRNA
Gm15458 lncRNA
Fundc2 protein_coding
Gm10283 protein_coding
Fyttd1 protein_coding
Gm12495 processed_pseudogene
Gm12496 lncRNA
Gm15379 processed_pseudogene
Gm15385 unprocessed_pseudogene
Gm10292 processed_pseudogene
Gm10723 TEC
Gm15562 lncRNA
Gm10371 lncRNA
Gch1 protein_coding
Gm10040 pseudogene
Gm15384 lncRNA
Gm15063 lncRNA
Gm15065 processed_pseudogene
Gm10243 processed_pseudogene
Fsd1l protein_coding
Gm13433 processed_pseudogene
Gm13432 processed_pseudogene
Gm12470 processed_pseudogene
Gm15597 lncRNA
Gimap8 protein_coding
Gm14715 lncRNA
Gm12468 processed_pseudogene
Gm12484 lncRNA
Gm12469 processed_pseudogene
Gm14710 unprocessed_pseudogene
Gm12478 lncRNA
Gm12480 lncRNA
Gm12477 processed_pseudogene
Gm12479 processed_pseudogene
Gm14711 unprocessed_pseudogene
Gm14707 lncRNA
Gm14717 lncRNA
Gimap9 protein_coding
Gm14712 processed_pseudogene
Gm14709 processed_pseudogene
Gimap4 protein_coding
Gm14716 processed_pseudogene
Gm14713 processed_pseudogene
Gm12110 processed_pseudogene
Gm14706 processed_pseudogene
Gm12111 lncRNA
Gm14714 processed_pseudogene
Gm12112 processed_pseudogene
Gm12114 lncRNA
Gm12515 processed_pseudogene
Gm12514 lncRNA
Gm12509 processed_pseudogene
Gm12508 processed_pseudogene
Gm12512 processed_pseudogene
Fut8 protein_coding
Gimap6 protein_coding
Gimap7 protein_coding
Gm12516 processed_pseudogene
Gm12513 processed_pseudogene
Gm12505 lncRNA
Gm12510 lncRNA
Gm12507 processed_pseudogene
Gimap1os lncRNA
Gimap1 protein_coding
Gm14746 processed_pseudogene
Gm14748 unprocessed_pseudogene
Gm12511 lncRNA
Gm12506 lncRNA
Gimap5 protein_coding
Gm12519 lncRNA
Gm12520 processed_pseudogene
Gm12518 processed_pseudogene
Gm12115 processed_pseudogene
Gimap3 protein_coding
Gm12116 lncRNA
Gm14742 lncRNA
Gm14744 protein_coding
Gm12117 protein_coding
Gm12118 processed_pseudogene
Gabrp protein_coding
Gm14750 unprocessed_pseudogene
Gm14753 processed_pseudogene
Gm10015 processed_pseudogene
Gm14743 protein_coding
Gm10242 processed_pseudogene
Gm12119 lncRNA
Gm12120 lncRNA
Gm14749 processed_pseudogene
Gm14752 processed_pseudogene
Gm14745 processed_pseudogene
Gm10780 pseudogene
Gm14747 processed_pseudogene
Gm14751 processed_pseudogene
Gm12121 lncRNA
Foxi1 protein_coding
Gm14760 processed_pseudogene
Gm14768 processed_pseudogene
Gm14733 processed_pseudogene
Gm13539 protein_coding
Gm13538 lncRNA
Glt6d1 protein_coding
Gm14754 processed_pseudogene
Gm14740 processed_pseudogene
Gm14739 processed_pseudogene
Gm14741 processed_pseudogene
Gls protein_coding
Frrs1l protein_coding
Foxh1 protein_coding
Gm15657 lncRNA
Gm12711 lncRNA
Gm12530 lncRNA
Gm12123 processed_pseudogene
Gm12122 lncRNA
Gm14769 processed_pseudogene
Gm14770 processed_pseudogene
Gm14771 processed_pseudogene
Fthl17a protein_coding
Gm14765 processed_pseudogene
Gm12124 processed_pseudogene
Glis3 protein_coding
Gk protein_coding
Gm12536 lncRNA
Gm12537 processed_pseudogene
Gm12538 processed_pseudogene
Gm12539 processed_pseudogene
Fstl5 protein_coding
Gm10775 protein_coding
Gm12125 processed_pseudogene
Gm15442 processed_pseudogene
Gm12526 lncRNA
Gm15469 lncRNA
Gm10291 processed_pseudogene
Gm10139 protein_coding
Gm12126 lncRNA
Gm14767 processed_pseudogene
Gm12127 lncRNA
Gm14764 lncRNA
Gm14766 processed_pseudogene
Gm12128 lncRNA
Gm14761 processed_pseudogene
Gm14762 lncRNA
Gm12129 processed_pseudogene
Gm12130 lncRNA
Gm12131 processed_pseudogene
Gm12132 lncRNA
Gm14772 processed_pseudogene
Gm12133 processed_pseudogene
Gm12134 processed_pseudogene
Gm12135 processed_pseudogene
Gm12136 processed_pseudogene
Gm12137 processed_pseudogene
Gm12138 processed_pseudogene
Gm10772 protein_coding
Gm14775 processed_pseudogene
Gm14776 processed_pseudogene
Gm10997 TEC
Gm14774 processed_pseudogene
Gm10769 processed_pseudogene
Gm14793 processed_pseudogene
Gm14795 processed_pseudogene
Gm14792 processed_pseudogene
Gm14794 processed_pseudogene
Gm14791 processed_pseudogene
Gm14796 processed_pseudogene
Gm14797 processed_pseudogene
Gm10323 processed_pseudogene
Gm14805 processed_pseudogene
Gm10767 protein_coding
Gm14804 processed_pseudogene
Gm14773 lncRNA
Gm14786 processed_pseudogene
Gm14788 processed_pseudogene
Gm14783 processed_pseudogene
Gm10663 protein_coding
Gm14787 processed_pseudogene
Gm14785 processed_pseudogene
Gm14782 processed_pseudogene
Gm14784 processed_pseudogene
Gm14777 processed_pseudogene
Gm10136 processed_pseudogene
Gm13542 processed_pseudogene
Gm12140 processed_pseudogene
Gm15355 processed_pseudogene
Gm15354 lncRNA
Gm12143 processed_pseudogene
Gm15356 lncRNA
Gabrg2 protein_coding
G930045G22Rik lncRNA
Gm13554 lncRNA
Gm10660 lncRNA
Gm13553 lncRNA
Galnt16 protein_coding
Gm14780 processed_pseudogene
Gm12577 processed_pseudogene
Gm12578 processed_pseudogene
Gm12579 processed_pseudogene
Gm12580 lncRNA
Gabra1 protein_coding
Gm15164 processed_pseudogene
Gm14790 processed_pseudogene
Gm15165 processed_pseudogene
Gm14798 lncRNA
Gabra6 protein_coding
Gabrb2 protein_coding
Gm15495 processed_pseudogene
Gm12145 lncRNA
Gm15656 lncRNA
Gm15654 processed_pseudogene
Glrb protein_coding
Gm14826 processed_pseudogene
Gm14825 processed_pseudogene
Gm12146 lncRNA
Gm12144 lncRNA
Gm12147 lncRNA
Gm12148 lncRNA
Gm13562 lncRNA
Gm15050 lncRNA
Gm15549 processed_pseudogene
Gm14827 lncRNA
Gm10037 protein_coding
Gm12151 processed_pseudogene
Gm10688 lncRNA
Gm13563 lncRNA
Gm12150 lncRNA
Gm12149 processed_pseudogene
Gm12152 processed_pseudogene
Gm14831 processed_pseudogene
Gm14830 processed_pseudogene
Gm15054 processed_pseudogene
Gm12153 lncRNA
Foxred2 protein_coding
Gm12154 lncRNA
Gm12155 processed_pseudogene
Gm12593 processed_pseudogene
Gm12594 lncRNA
Gm15716 lncRNA
Gm12156 processed_pseudogene
Gm12596 lncRNA
Gm15572 processed_pseudogene
Gm15573 processed_pseudogene
Gm12527 processed_pseudogene
Gm10033 protein_coding
Gm12158 lncRNA
Gm12159 lncRNA
Gm12160 lncRNA
Gm12161 processed_pseudogene
Gm12162 lncRNA
Gldc protein_coding
Gm12163 processed_pseudogene
Gm12164 processed_pseudogene
Gm10237 processed_pseudogene
Gm14807 processed_pseudogene
Gm14806 processed_pseudogene
Gm12529 processed_pseudogene
Gm10710 lncRNA
Gm15564 lncRNA
Gm12165 processed_pseudogene
Gm12166 protein_coding
Gm15526 processed_pseudogene
Gm15527 lncRNA
Gm13568 lncRNA
Gm12543 transcribed_processed_pseudogene
Gm12542 lncRNA
Gm10687 lncRNA
Gm10561 lncRNA
Gm10092 unprocessed_pseudogene
Gckr protein_coding
Gm10913 processed_pseudogene
Gm10813 pseudogene
Gatad2a protein_coding
Gm14925 processed_pseudogene
Gm13773 lncRNA
Gm10916 processed_pseudogene
Gm13358 processed_pseudogene
Gm12568 processed_pseudogene
Ggct protein_coding
Gm10263 processed_pseudogene
Gm14933 processed_pseudogene
Gars protein_coding
Gm10118 TEC
Gm12167 lncRNA
