SYMBOL BIOTYPE
Lsm7 protein_coding
Myh1 protein_coding
Mt4 protein_coding
Mpc1-ps processed_pseudogene
Mt3 protein_coding
Mt2 protein_coding
Mrrf protein_coding
Mt1 protein_coding
Nup93 protein_coding
Mir320 miRNA
Lrrc49 protein_coding
Myhas lncRNA
Mrps6 protein_coding
Myh4 protein_coding
Mdc1 protein_coding
Mir7053 miRNA
Olfr334-ps1 unprocessed_pseudogene
Olfr335-ps polymorphic_pseudogene
Nr1h2 protein_coding
Olfr336-ps1 unprocessed_pseudogene
Olfr337-ps1 transcribed_unprocessed_pseudogene
Olfr338 protein_coding
Nim1k protein_coding
Olfr339 protein_coding
Olfr340 protein_coding
Olfr341 protein_coding
Olfr342 protein_coding
Olfr343-ps1 unprocessed_pseudogene
Nrm protein_coding
Olfr344 protein_coding
Olfr345 protein_coding
Lmnb2 protein_coding
Olfr346 protein_coding
Myh8 protein_coding
Olfr347 protein_coding
Lgi3 protein_coding
Olfr348 protein_coding
Olfr50 protein_coding
Olfr3 protein_coding
Olfr349-ps1 unprocessed_pseudogene
Olfr350 protein_coding
Olfr351 protein_coding
Olfr352 protein_coding
Olfr353 protein_coding
Olfr354 protein_coding
Olfr355 protein_coding
Mir138-2 miRNA
Olfr356 protein_coding
Olfr357 protein_coding
Olfr358 protein_coding
Olfr359-ps1 unprocessed_pseudogene
Olfr360 protein_coding
Olfr361 protein_coding
Olfr362 protein_coding
Mir8096 miRNA
Olfr363-ps unprocessed_pseudogene
Olfr364-ps1 protein_coding
Napsa protein_coding
Olfr365 protein_coding
Olfr366 protein_coding
Olfr367-ps transcribed_unprocessed_pseudogene
Olfr368 protein_coding
Lias protein_coding
Olfr1402 protein_coding
Myh13 protein_coding
Mir802 miRNA
Olfr288 protein_coding
Nudt18 protein_coding
Olfr287 protein_coding
Olfr286 protein_coding
Nrd1 protein_coding
Myh14 protein_coding
Nrap protein_coding
Olfr285 protein_coding
Olfr284 protein_coding
Olfr283 protein_coding
Nlrc5 protein_coding
Mageh1 protein_coding
Olfr282 protein_coding
Olfr281 protein_coding
Olfr279 protein_coding
Olfr278-ps1 unprocessed_pseudogene
Mir5615-1 miRNA
Mir5615-2 miRNA
Map2k2 protein_coding
Mrps18b protein_coding
Npm2 protein_coding
Mir761 miRNA
Lsm3 protein_coding
Nbdy protein_coding
Mir7072 miRNA
Mir1291 miRNA
Magea6 protein_coding
N4bp2os lncRNA
Magea3 protein_coding
Magea8 protein_coding
N4bp2 protein_coding
Magea2 protein_coding
Magea5 protein_coding
Magea1 protein_coding
Mir1894 miRNA
Morc3 protein_coding
Mir7225 miRNA
Ntn1 protein_coding
Mir6406 miRNA
Notch2 protein_coding
Mir5128 miRNA
Mark3 protein_coding
Mir877 miRNA
Nup62 protein_coding
Ncl protein_coding
Nmrk2 protein_coding
Nsun7 protein_coding
Nhlrc2 protein_coding
Mfsd6l protein_coding
Mlnr-ps unitary_pseudogene
Myh10 protein_coding
Mir3535 miRNA
Lhx2 protein_coding
Nmur1 protein_coding
Matk protein_coding
Nr2c2 protein_coding
Nek6 protein_coding
Mbtps2 protein_coding
Mir5133 miRNA
Mrps25 protein_coding
Mir707 miRNA
Nppc protein_coding
Mir6481 miRNA
Nr5a1 protein_coding
Mrpl54 protein_coding
M6pr-ps processed_pseudogene
Nr5a1os lncRNA
Nr6a1 protein_coding
Mir3057 miRNA
Ndel1 protein_coding
Limch1 protein_coding
Nr6a1os lncRNA
Mir181a-2 miRNA
Mir181b-2 miRNA
Olfml2a protein_coding
Magi1 protein_coding
Lmbr1l protein_coding
Odf4 protein_coding
Med25 protein_coding
Mir687 miRNA
Lpar6 protein_coding
Med4 protein_coding
Nudt15 protein_coding
Map7d2 protein_coding
Man1a2 protein_coding
Map2k5 protein_coding
Lrig1 protein_coding
Lgals1-ps1 processed_pseudogene
Obox3-ps8 processed_pseudogene
Mir3062 miRNA
Mir7041 miRNA
Lrch1 protein_coding
Mir3073a miRNA
Mir3073b miRNA
Mir203 miRNA
Mir6960 miRNA
Lrp1b protein_coding
Mfsd12 protein_coding
Lrrc63 protein_coding
Mcrs1 protein_coding
Map3k15 protein_coding
Mir6336 miRNA
Mir6913 miRNA
Ngef protein_coding
Mab21l3 protein_coding
Nfic protein_coding
Lmod3 protein_coding
Mir6939 miRNA
Nhlh2 protein_coding
Neu2 protein_coding
Mog protein_coding
Mir1191b miRNA
Mir6940 miRNA
Ngf protein_coding
Mmp15 protein_coding
Ncln protein_coding
Mitf protein_coding
Map2k1 protein_coding
Mir5623 miRNA
Nufip1 protein_coding
Mir5129 miRNA
Olfr753-ps1 polymorphic_pseudogene
Mir6941 miRNA
Nudt14 protein_coding
Olfr754-ps1 unprocessed_pseudogene
Mir7054 miRNA
Nr1h5 protein_coding
Olfr755-ps1 unprocessed_pseudogene
Olfr756-ps1 unprocessed_pseudogene
Olfr101 protein_coding
Olfr102 protein_coding
Olfr103 protein_coding
Olfr104-ps protein_coding
Olfr757-ps1 unprocessed_pseudogene
Olfr105-ps protein_coding
Olfr758-ps1 unprocessed_pseudogene
Olfr106-ps protein_coding
Olfr107 protein_coding
Olfr759-ps1 unprocessed_pseudogene
Olfr108 protein_coding
Olfr760-ps1 unprocessed_pseudogene
Olfr109 protein_coding
Ndrg4 protein_coding
Megf11 protein_coding
Olfr110 protein_coding
Olfr111 protein_coding
Olfr112 protein_coding
Nckap5l protein_coding
Nosip protein_coding
Olfr113 protein_coding
Olfr114 protein_coding
Olfr115 protein_coding
Olfr116 protein_coding
Olfr117 protein_coding
Nckap5los lncRNA
Olfr118 protein_coding
Olfr119 protein_coding
Mta1 protein_coding
Mbd5 protein_coding
Olfr120 protein_coding
Olfr121 protein_coding
Olfr122 protein_coding
Olfr123 protein_coding
Olfr124 protein_coding
Mir3086 miRNA
Olfr125 protein_coding
Olfr126 protein_coding
Olfr127 protein_coding
Olfr128 protein_coding
Olfr761 protein_coding
Olfr129 protein_coding
Olfr130 protein_coding
Olfr131 protein_coding
Olfr132 protein_coding
Olfr133 protein_coding
Olfr134 protein_coding
Olfr135 protein_coding
Olfr138 protein_coding
Olfr137 protein_coding
Olfr762-ps1 unprocessed_pseudogene
Nras protein_coding
Mir150 miRNA
Olfr136 protein_coding
Mir1971 miRNA
Mir5121 miRNA
Naa38 protein_coding
Nhs protein_coding
Nfxl1 protein_coding
Lypd6b protein_coding
Lypd6 protein_coding
Nanos1 protein_coding
Mmadhc protein_coding
Nfyb protein_coding
Mob3c protein_coding
Mknk1 protein_coding
Nipal1 protein_coding
Mir6373 miRNA
Naa16 protein_coding
Mir7073 miRNA
Olfml3 protein_coding
Mx1 polymorphic_pseudogene
Mtrf1 protein_coding
Nmi protein_coding
Mir7055 miRNA
Lima1 protein_coding
Mir3473a miRNA
Mx2 polymorphic_pseudogene
Mir759 miRNA
Nsun4 protein_coding
Mep1a protein_coding
Olfm4 protein_coding
Lrrc41 protein_coding
Mtfmt protein_coding
Neb protein_coding
Mroh2a protein_coding
Mir467f miRNA
Mpdu1 protein_coding
Mir6964 miRNA
Mir1934 miRNA
Nuak1 protein_coding
Oaz2 protein_coding
Mettl7a1 protein_coding
Mtag2 lncRNA
Lin7b protein_coding
Magi3 protein_coding
Lurap1 protein_coding
Mettl7a3 protein_coding
Methig1 protein_coding
Lrrn1 protein_coding
Mzt1 protein_coding
Mettl7a2 protein_coding
Ociad1 protein_coding
Llph-ps1 processed_pseudogene
Mast2 protein_coding
Lrig2 protein_coding
Nae1 protein_coding
Ntf5 protein_coding
Lhb protein_coding
Letmd1 protein_coding
Ociad2 protein_coding
Mterf2 protein_coding
Nfkbie protein_coding
Mospd2 protein_coding
Mov10 protein_coding
Mlph protein_coding
Lrrc66 protein_coding
Nlgn2 protein_coding
Lrrfip1 protein_coding
Nasp protein_coding
Mir7661 miRNA
Lmo7 protein_coding
Nucb1 protein_coding
Mir6961 miRNA
Ofd1 protein_coding
Mir195b miRNA
Nr4a2 protein_coding
Matr3-ps2 processed_pseudogene
Mmachc protein_coding
Mir5130 miRNA
Lmcd1 protein_coding
Mir6924 miRNA
Mymx protein_coding
Mycbp2 protein_coding
Neurl4 protein_coding
Mir6388 miRNA
Mutyh protein_coding
Mrpl14 protein_coding
Msl3 protein_coding
Olfr241-ps1 unprocessed_pseudogene
Lnx1 protein_coding
Nt5dc3 protein_coding
Mamstr protein_coding
Mrps18a protein_coding
Ntn5 protein_coding
Mad2l1bp protein_coding
Olfr1401-ps1 unprocessed_pseudogene
Lhfpl4 protein_coding
Mtmr14 protein_coding
Mid1 protein_coding
Mir6962 miRNA
Ncapg2 protein_coding
Nr4a1 protein_coding
Ndufa10 protein_coding
Lmtk3 protein_coding
Mir6900 miRNA
Olfr1416 protein_coding
Olfr1415 protein_coding
Olfr1414 protein_coding
Olfr1413 protein_coding
Olfr1412 protein_coding
Mir1941 miRNA
Olfr1411 protein_coding
Mir693 miRNA
Olfr1410 protein_coding
Olfr12 protein_coding
Ndfip2 protein_coding
Nol3 protein_coding
Mir7025 miRNA
Mir153 miRNA
Mir6390 miRNA
Mir149 miRNA
Lrrc73 protein_coding
Nup37 protein_coding
Ogg1 protein_coding
Mir17hg lncRNA
Lrif1 protein_coding
Mir17 miRNA
Mir18 miRNA
Mir19a miRNA
Mir20a miRNA
Mir19b-1 miRNA
Mir92-1 miRNA
Mir328 miRNA
Lrrc29 protein_coding
Mir6239 miRNA
Olfr266 protein_coding
Ly75 protein_coding
Mir6241 miRNA
Mir324 miRNA
Nomo1 protein_coding
Mybpc1 protein_coding
Mir6391 miRNA
Lrrc36 protein_coding
Mir190a miRNA
Mir7241 miRNA
Mir7242 miRNA
M5C1000I18Rik lncRNA
Macc1 protein_coding
Nmu protein_coding
Mir1966 miRNA
Mir6901 miRNA
Mterf4 protein_coding
Mbnl2 protein_coding
Mir6976 miRNA
Mrpl2 protein_coding
Mir6902 miRNA
Mir6345 miRNA
Mgl2 protein_coding
Nr1h4 protein_coding
Myod1 protein_coding
Mir3109 miRNA
Nutf2 protein_coding
Mir497b miRNA
Mir497 miRNA
Mir195a miRNA
Mea1 protein_coding
Mir7226 miRNA
Mir7042 miRNA
Nrn1l protein_coding
Myo1e protein_coding
Mfsd5 protein_coding
Med8 protein_coding
Mir5626 miRNA
Mpl protein_coding
Mir5098 miRNA
Noa1 protein_coding
Mir7074 miRNA
Myg1 protein_coding
Mindy2 protein_coding
Mthfr-ps1 processed_pseudogene
Mir7115 miRNA
Med11 protein_coding
Neu4 protein_coding
Nfatc3 protein_coding
Lipc protein_coding
Mybphl protein_coding
Olfr62 protein_coding
Mrps10 protein_coding
Olfr1343-ps1 unprocessed_pseudogene
Olfr1342 protein_coding
Olfr1341 protein_coding
Olfr1340 protein_coding
Olfr1339 protein_coding
Olfr1338 protein_coding
Olfr1337 protein_coding
Olfr1335 protein_coding
Olfr1333 protein_coding
Olfr1332-ps1 unprocessed_pseudogene
Olfr1331 protein_coding
Olfr1330 protein_coding
Olfr1329 protein_coding
Olfr1328 protein_coding
Myzap protein_coding
Mir135a-2 miRNA
Mir1957a miRNA
Mir1251 miRNA
Mink1 protein_coding
Nedd1 protein_coding
Mkrn2os protein_coding
Mkrn2 protein_coding
Mir7056 miRNA
Mrgpra6 protein_coding
Mir6337 miRNA
Mrgpra9 protein_coding
Med20 protein_coding
Mrgprx3-ps unprocessed_pseudogene
Mrgpra1 protein_coding
Mrgpra2a protein_coding
Mrgpra2b protein_coding
Map3k12 protein_coding
Mrgprc4-ps unprocessed_pseudogene
Mrgpra14 unprocessed_pseudogene
Mrgpra3 protein_coding
Mrgprc1-ps unprocessed_pseudogene
Mrgprc3-ps unprocessed_pseudogene
Mrgprc7-ps unprocessed_pseudogene
Mrgpra18-ps unprocessed_pseudogene
Mrgprc2-ps unprocessed_pseudogene
Mrgpra4 protein_coding
Nalcn protein_coding
Mrgprx1 protein_coding
Mrgprb7-ps unprocessed_pseudogene
Mrgprb12-ps unprocessed_pseudogene
Mrgprb5 protein_coding
Mrgprb4 protein_coding
Mrgprb13 unprocessed_pseudogene
Mrgprb8 protein_coding
Mrgprb1 protein_coding
Mrgprx2 protein_coding
Mir1931 miRNA
Mrgprb2 protein_coding
Mrgprb9-ps unprocessed_pseudogene
Mrgprb3 protein_coding
Mrgprb11-ps unprocessed_pseudogene
Mir7688 miRNA
Lta4h protein_coding
Npff protein_coding
Mir7660 miRNA
Mbd4 protein_coding
Olfr277-ps1 unprocessed_pseudogene
Nav2 protein_coding
Mdfi protein_coding
Mir688 miRNA
Nip7 protein_coding
Ntn4 protein_coding
Metap2 protein_coding
Mir7075 miRNA
Mir196a-2 miRNA
Nfat5 protein_coding
Mir615 miRNA
Mir1187 miRNA
Nqo1 protein_coding
Nob1 protein_coding
Nell1 protein_coding
Nfe2 protein_coding
Mir331 miRNA
Nell1os lncRNA
Mir148b miRNA
Mir140 miRNA
Nr2c1 protein_coding
Ntng1 protein_coding
Nfya protein_coding
Lncbate1 lncRNA
Mir3108 miRNA
Mir7224 miRNA
Mir6335 miRNA
Mns1 protein_coding
Ndufa12 protein_coding
Mir6963 miRNA
Oard1 protein_coding
Nckap1l protein_coding
Mir7211 miRNA
Mir6238 miRNA
Luzp2 protein_coding
Mir3473f miRNA
Lrfn2 protein_coding
Nostrin protein_coding
Mocs1 protein_coding
Mir6925 miRNA
Nfyc protein_coding
Olfr211 protein_coding
Olfr212 protein_coding
Mrpl42 protein_coding
Olfr213 protein_coding
Mucl1 protein_coding
Olfr214 protein_coding
Nedd4 protein_coding
Mucl2 protein_coding
Olfr215 protein_coding
Mir30c-1 miRNA
Nudt4 protein_coding
Mir3058 miRNA
Mir7043 miRNA
Lrp2 protein_coding
Mir7015 miRNA
Olfm3 protein_coding
Mir3966 miRNA
Nup88 protein_coding
Lum protein_coding
Mir669n miRNA
Marveld3 protein_coding
Mir7044 miRNA
Nipa2 protein_coding
Nifk protein_coding
Mfsd2a protein_coding
Nipa1 protein_coding
Mycl protein_coding
Mir3969 miRNA
Mis12 protein_coding
Lrrc39 protein_coding
Mark1-ps2 processed_pseudogene
Nlrp1a protein_coding
Mrps36-ps1 processed_pseudogene
Mark4-ps processed_pseudogene
Mark1-ps1 processed_pseudogene
Nlrp1b protein_coding
Nt5c1a protein_coding
Nlrp1c-ps transcribed_unprocessed_pseudogene
Nr1h2-ps processed_pseudogene
Mettl5 protein_coding
Mfsd14a protein_coding
Mettl5os lncRNA
Oca2 protein_coding
Myo5a protein_coding
Macf1 protein_coding
Mgat4c protein_coding
Mir3059 miRNA
Nts protein_coding
Myo3b protein_coding
Med31 protein_coding
Mpnd protein_coding
Mir6389 miRNA
Lrriq1 protein_coding
Odam protein_coding
Myo5c protein_coding
Mir3473d miRNA
Mir6411 miRNA
Mir137 miRNA
Mir6338 miRNA
Mybbp1a protein_coding
Mettl25 protein_coding
Mapk6 protein_coding
Mir6346 miRNA
Lrg1 protein_coding
Olfr1556-ps1 unprocessed_pseudogene
Mettl8 protein_coding
Mydgf protein_coding
Mir344d-1 miRNA
Lin7a protein_coding
Mir344e miRNA
Mir344b miRNA
Mir344c miRNA
Mir344 miRNA
Mlkl protein_coding
Mir344-2 miRNA
Mir344g miRNA
Mir344f miRNA
Myf5 protein_coding
Myf6 protein_coding
Mir7b miRNA
Ndn protein_coding
Magel2 protein_coding
Mkrn3 protein_coding
Lysmd2 protein_coding
Mob1b protein_coding
Mkrn1-ps1 processed_pseudogene
Mir1957b miRNA
Mir6398 miRNA
Ndufs5 protein_coding
Nav3 protein_coding
Mycbp protein_coding
Mir7076 miRNA
Mir211 miRNA
Mir6416 miRNA
Mtmr10 protein_coding
Mlip protein_coding
Marco protein_coding
Mphosph10 protein_coding
Mcee protein_coding
Lrrc1 protein_coding
Npffr2 protein_coding
Mir760 miRNA
Mir697 miRNA
Nsmce3 protein_coding
Ncbp3 protein_coding
Metap1d protein_coding
Mon1b protein_coding
Mir6977 miRNA
Mir698 miRNA
Mtf1 protein_coding
Lrtm2 protein_coding
Mir7657 miRNA
Maneal protein_coding
Nudt7 protein_coding
Nap1l1 protein_coding
Lonp1 protein_coding
Myoz2 protein_coding
Maf protein_coding
Meaf6 protein_coding
Lrrk1 protein_coding
Mettl14 protein_coding
Lypd1 protein_coding
Ndufa11 protein_coding
Nckap5 protein_coding
Nrtn protein_coding
Mir7057 miRNA
Mrps15 protein_coding
Ndst3 protein_coding
Mto1 protein_coding
Mgat5 protein_coding
Lsm10 protein_coding
Olfr20 protein_coding
Olfr376 protein_coding
Lins1 protein_coding
Olfr377-ps1 polymorphic_pseudogene
Olfr1 protein_coding
Olfr75-ps1 transcribed_unprocessed_pseudogene
Map3k20 protein_coding
Olfr378 protein_coding
Olfr379-ps1 polymorphic_pseudogene
Olfr380 protein_coding
Mthfd2l protein_coding
Olfr381 protein_coding
Olfr382 protein_coding
Olfr383-ps1 unprocessed_pseudogene
Olfr385 protein_coding
Olfr384 protein_coding
Olfr387-ps1 polymorphic_pseudogene
Mllt1 protein_coding
Mir7077 miRNA
Mir7078 miRNA
Olfr388-ps1 polymorphic_pseudogene
Olfr389 protein_coding
Olfr390 protein_coding
Olfr392 protein_coding
Olfr393 protein_coding
Olfr394 protein_coding
Olfr395 protein_coding
Olfr396-ps1 polymorphic_pseudogene
Olfr23 protein_coding
Olfr22-ps1 polymorphic_pseudogene
Olfr397 protein_coding
Ndst4 protein_coding
Olfr398 protein_coding
Olfr139 protein_coding
Lysmd4 protein_coding
Olfr399 protein_coding
Mphosph6 protein_coding
Map3k19 protein_coding
Olfr400-ps1 unprocessed_pseudogene
Mef2a protein_coding
Olfr401 protein_coding
Olfr402 protein_coding
Olfr403 protein_coding
Olfr43 protein_coding
Olfr404-ps1 polymorphic_pseudogene
Olfr405-ps1 transcribed_unprocessed_pseudogene
Olfr406 protein_coding
Mir706 miRNA
Ninj2 protein_coding
Map7d1 protein_coding
Olfr407-ps1 unprocessed_pseudogene
Olfr59 protein_coding
Olfr408-ps1 unprocessed_pseudogene
Odaph protein_coding
Olfr409-ps1 polymorphic_pseudogene
Olfr410 protein_coding
Olfr411 protein_coding
Olfr412 protein_coding
Mlycd protein_coding
Lrrc28 protein_coding
Necab2 protein_coding
Lgr5 protein_coding
Ola1 protein_coding
Mbtps1 protein_coding
Mir128-1 miRNA
Mcm6 protein_coding
Mettl16 protein_coding
Mnt protein_coding
Mir6978 miRNA
Mir7119 miRNA
Nr2f2 protein_coding
Mical3 protein_coding
Ncdn protein_coding
Mir6926 miRNA
Naaa protein_coding
Mctp2 protein_coding
Myo6 protein_coding
Myrfl protein_coding
Minpp1-ps processed_pseudogene
Mir302b miRNA
Mir302c miRNA
Mir302a miRNA
Mir302d miRNA
Mir367 miRNA
Lrrc10 protein_coding
Mir212 miRNA
Mir132 miRNA
Neurog2 protein_coding
Mir7234 miRNA
Mir7687 miRNA
Lyz2 protein_coding
Nup54 protein_coding
Lyz1 protein_coding
Mei4 protein_coding
Mir6415 miRNA
Mug1 protein_coding
Mapkapk2 protein_coding
Mdm2 protein_coding
Lnpk protein_coding
Mthfsd protein_coding
Mug4-ps unprocessed_pseudogene
Nudt12os lncRNA
Mug2 protein_coding
Nudt12 protein_coding
Nup107 protein_coding
Obox6-ps1 processed_pseudogene
Mir22hg lncRNA
Lrit3 protein_coding
Mug-ps1 transcribed_unprocessed_pseudogene
Mrpl23-ps1 processed_pseudogene
Mir22 miRNA
Ntrk3 protein_coding
M6pr protein_coding
Mir10b miRNA
Map1lc3b protein_coding
Mtx2 protein_coding
Mdm1 protein_coding
Mir1961 miRNA
Mrpl46 protein_coding
Mrps11 protein_coding
Mcub protein_coding
Mir6420 miRNA
Man2a1 protein_coding
Mir7-2 miRNA
Nfe2l2 protein_coding
Mfap5 protein_coding
Mir3971 miRNA
Mfge8 protein_coding
Nanog protein_coding
Myo1c protein_coding
Mir7237 miRNA
Mir7231 miRNA
Necap1 protein_coding
Nucks1 protein_coding
Mfsd4a protein_coding
Olfr375-ps1 unprocessed_pseudogene
Mvd protein_coding
Ndufv2 protein_coding
Marcksl1 protein_coding
Mir135b miRNA
Nuak2 protein_coding
Npnt protein_coding
Mrpl1 protein_coding
Mir8119 miRNA
Mtcl1 protein_coding
Mir9-3hg lncRNA
Mir9-3 miRNA
Llph protein_coding
Me1 protein_coding
Mir763 miRNA
Msrb3 protein_coding
Mir6396 miRNA
Mir5709 miRNA
Lrrc30 protein_coding
Nfasc protein_coding
Mir7016 miRNA
Mir1895 miRNA
Naa11 protein_coding
Mrm3 protein_coding
Lpcat3 protein_coding
Nxn protein_coding
Mesp1 protein_coding
Lrrn2 protein_coding
Mesp2 protein_coding
Mdm4 protein_coding
Mir7079 miRNA
Mir141 miRNA
Mir200c miRNA
Mir703 miRNA
Mir7080 miRNA
Mrap2 protein_coding
Nt5e protein_coding
Mir6412 miRNA
Manba protein_coding
Mir8104 miRNA
Lrrc23 protein_coding
Mirlet7i miRNA
Mon2 protein_coding
Oaz2-ps processed_pseudogene
Nfkb1 protein_coding
Neurod1 protein_coding
Nsrp1 protein_coding
Ngrn protein_coding
Mir423 miRNA
Mir1195 miRNA
Myl12b protein_coding
Myl12a protein_coding
Myom1 protein_coding
Mlf2 protein_coding
Mir6380 miRNA
Nkain1 protein_coding
Mc1r protein_coding
Mir6903 miRNA
Lpin2 protein_coding
Lrig3 protein_coding
Mthfsl protein_coding
Mir378d miRNA
Nckap1 protein_coding
Man2a2 protein_coding
Mir26a-2 miRNA
Mir546 miRNA
Nufip2 protein_coding
Mttp protein_coding
Mybph protein_coding
Myo18a protein_coding
Mthfs protein_coding
Myog protein_coding
Lpar5 protein_coding
Mettl1 protein_coding
Mir184 miRNA
Nup35 protein_coding
Ndc80 protein_coding
Mir684-1 miRNA
Mrps18c protein_coding
Matn1 protein_coding
Mir7045 miRNA
Nop2 protein_coding
Mettl4-ps1 transcribed_unprocessed_pseudogene
Nup133 protein_coding
Ndufab1-ps processed_pseudogene
Metap1 protein_coding
Mgat4e protein_coding
Morf4l1 protein_coding
Ncapd2 protein_coding
Nkx6-1 protein_coding
Mir1967 miRNA
Mir1956 miRNA
Mecr protein_coding
Mrpl51 protein_coding
Mir3098 miRNA
Nmb protein_coding
Lgr6 protein_coding
Mir7j miRNA
Mir8113 miRNA
Ltbr protein_coding
Mbd6 protein_coding
Ndufs6b processed_pseudogene
Mir6386 miRNA
Mapk10 protein_coding
Lmod1 protein_coding
Nav1 protein_coding
Memo1 protein_coding
Mir1839 miRNA
Map10 protein_coding
Ntpcr protein_coding
Ntf3 protein_coding
Mir1231 miRNA
Mir144 miRNA
Mir7656 miRNA
Ndufa9 protein_coding
Mir6381 miRNA
Map3k21 protein_coding
Nek8 protein_coding
Med18 protein_coding
Nlrc4 protein_coding
Ndufa4l2 protein_coding
Mir7653 miRNA
Nxph4 protein_coding
Med19 protein_coding
Lrp1 protein_coding
Nudt9 protein_coding
Lmo4 protein_coding
Mir130a miRNA
Mir5619 miRNA
Mex3b protein_coding
Mir7233 miRNA
Nab2 protein_coding
Mepe protein_coding
Nemp1 protein_coding
Myo1a protein_coding
Mesd protein_coding
Nrip2 protein_coding
Mir21c miRNA
Nrp1 protein_coding
Ltbp1 protein_coding
Mir1903 miRNA
Odf2l protein_coding
Naca protein_coding
Mroh3 protein_coding
Lrrc8b protein_coding
Mir677 miRNA
Lrrc8c protein_coding
Lrrc55 protein_coding
Mir7017 miRNA
Lrrc8d protein_coding
Map3k6 protein_coding
Lrrc8dos lncRNA
Olfr1000 protein_coding
Olfr1001-ps1 polymorphic_pseudogene
Olfr1002 protein_coding
Olfr1003-ps1 unprocessed_pseudogene
Olfr1004-ps1 unprocessed_pseudogene
Olfr154 protein_coding
Olfr1005-ps1 unprocessed_pseudogene
Olfr1006 protein_coding
Olfr1007-ps1 unprocessed_pseudogene
Olfr1008 protein_coding
Olfr1009 protein_coding
Olfr1010 polymorphic_pseudogene
Olfr1012 protein_coding
Olfr1013 protein_coding
Olfr1014 protein_coding
Olfr1015 protein_coding
Olfr1016 protein_coding
Olfr1017-ps1 unprocessed_pseudogene
Olfr291 protein_coding
Olfr1018 protein_coding
Olfr1019 protein_coding
Olfr290 protein_coding
Olfr1020 protein_coding
Olfr1021-ps1 polymorphic_pseudogene
Olfr1022 protein_coding
Nlk protein_coding
Olfr1023 protein_coding
Olfr1024 protein_coding
Olfr1025-ps1 protein_coding
Olfr1026 protein_coding
Olfr1027-ps1 unprocessed_pseudogene
Olfr1028 protein_coding
Olfr1029 protein_coding
Olfr1030 protein_coding
Lyrm9 protein_coding
Nr5a2 protein_coding
Olfr1031 protein_coding
Olfr1032 protein_coding
Olfr1033 protein_coding
Nos2 protein_coding
Olfr1034 protein_coding
Olfr1035-ps1 transcribed_unprocessed_pseudogene
Olfr1036 protein_coding
Olfr1037 protein_coding
Olfr1038-ps polymorphic_pseudogene
Mcoln3 protein_coding
Olfr1039 protein_coding
Olfr1040 protein_coding
Olfr1041-ps1 unprocessed_pseudogene
Olfr1042 protein_coding
Olfr1043 protein_coding
Olfr1044 protein_coding
Olfr52 protein_coding
Mir181a-1 miRNA
Olfr1045 protein_coding
Mir181b-1 miRNA
Mcoln2 protein_coding
Olfr1046 protein_coding
Olfr1047 protein_coding
Olfr1048 protein_coding
Mip protein_coding
Olfr1049 protein_coding
Olfr1050-ps1 unprocessed_pseudogene
Olfr1051 protein_coding
Olfr1052 protein_coding
Lgals9 protein_coding
Olfr1053 protein_coding
Olfr1054 protein_coding
Olfr1055 protein_coding
Olfr1056 protein_coding
Olfr1057 protein_coding
Olfr1058 protein_coding
Olfr1059-ps1 unprocessed_pseudogene
Olfr719-ps unprocessed_pseudogene
Olfr1060-ps1 unprocessed_pseudogene
Olfr1061 protein_coding
Olfr310 protein_coding
Olfr1062 protein_coding
Olfr1063-ps1 transcribed_unprocessed_pseudogene
Olfr309 protein_coding
Olfr1064-ps1 unprocessed_pseudogene
Olfr1065 protein_coding
Olfr308 protein_coding
Olfr307 protein_coding
Olfr1066 protein_coding
Olfr1069-ps1 unprocessed_pseudogene
Olfr306-ps1 unprocessed_pseudogene
Olfr305 protein_coding
Olfr1070-ps1 unprocessed_pseudogene
Olfr228 protein_coding
Olfr304 protein_coding
Olfr1073-ps1 unprocessed_pseudogene
Olfr1075-ps1 unprocessed_pseudogene
Olfr303 protein_coding
Olfr1076 protein_coding
Olfr1077-ps1 polymorphic_pseudogene
Olfr1078-ps1 unprocessed_pseudogene
Olfr301 protein_coding
Olfr1079 protein_coding
Olfr300-ps1 polymorphic_pseudogene
Mir5122 miRNA
Olfr1080 protein_coding
Olfr299 protein_coding
Lpar3 protein_coding
Olfr298 protein_coding
Olfr1081-ps1 unprocessed_pseudogene
Olfr1082 protein_coding
Olfr297 protein_coding
Olfr1083-ps polymorphic_pseudogene
Olfr296-ps1 polymorphic_pseudogene
Olfr1084 protein_coding
Olfr295 protein_coding
Olfr1085 protein_coding
Olfr294 protein_coding
Olfr1086 protein_coding
Olfr293 protein_coding
Olfr1087 protein_coding
Olfr292 protein_coding
Olfr1088-ps1 unprocessed_pseudogene
Olfr1089 protein_coding
Olfr1090 protein_coding
Olfr1091-ps1 unprocessed_pseudogene
Olfr1092-ps1 unprocessed_pseudogene
Olfr1093 protein_coding
Olfr141 protein_coding
Olfr1094 protein_coding
Olfr1095 protein_coding
Nudc protein_coding
Olfr1097 protein_coding
Olfr1098 protein_coding
Olfr1099 protein_coding
Olfr1100 protein_coding
Olfr1101 protein_coding
Olfr1102 protein_coding
Olfr1103-ps1 unprocessed_pseudogene
Olfr1104 protein_coding
Olfr1105 protein_coding
Olfr1106 protein_coding
Olfr1107 protein_coding
Nr0b2 protein_coding
Olfr1108-ps1 unprocessed_pseudogene
Olfr1109 protein_coding
Olfr259 protein_coding
