,Feature,Segment1.Slope,Segment2.Slope,Segment3.Slope,Segment4.Slope,Segment5.Slope,Segment6.Slope,Segment1.Trend,Segment2.Trend,Segment3.Trend,Segment4.Trend,Segment5.Trend,Segment6.Trend,Segment1.Pvalue,Segment2.Pvalue,Segment3.Pvalue,Segment4.Pvalue,Segment5.Pvalue,Segment6.Pvalue,Breakpoint1,Breakpoint2,Breakpoint3,Breakpoint4,Breakpoint5,AdjustedR2,X3m_s1.Trend,X3m_s2.Trend,X3m_s3.Trend,X3m_s4.Trend,X3m_s5.Trend,X6m_s1.Trend,X6m_s2.Trend,X6m_s3.Trend,X6m_s4.Trend,X6m_s5.Trend,X9m_s1.Trend,X9m_s2.Trend,X9m_s3.Trend,X9m_s4.Trend,X9m_s5.Trend,X9m_s6.Trend,X12m_s1.Trend,X12m_s2.Trend,X12m_s3.Trend,X12m_s4.Trend,X12m_s5.Trend,X15m_s1.Trend,X15m_s2.Trend,X15m_s3.Trend,X15m_s4.Trend,X15m_s5.Trend,X15m_s6.Trend,X18m_s1.Trend,X18m_s2.Trend,X18m_s3.Trend,X18m_s4.Trend,X21m_s1.Trend,X21m_s2.Trend,X21m_s3.Trend,X21m_s4.Trend,X21m_s5.Trend,X21m_s6.Trend,X24m_s1.Trend,X24m_s2.Trend,X24m_s3.Trend,X24m_s4.Trend,X27m_s1.Trend,X27m_s2.Trend,X27m_s3.Trend,X27m_s4.Trend
Dlat,Dlat,-55.2564077505326,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.61329319427206e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469612061503171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rilpl1,Rilpl1,-21.2709645762741,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.10951634913889e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469447978686088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Camk2b,Camk2b,7.7101,-8.0465,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.0714551589135024,0.184373861737794,NA,NA,NA,NA,18.8189871778388,NA,NA,NA,NA,0.469278257797756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc2b,Doc2b,0.697366226325554,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.57123537119796e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468443468574995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Letm1,Letm1,-23.0780591339091,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.32234492401167e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468278602969274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fblim1,Fblim1,-36.5044567661267,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,5.64280987687891e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468210362714101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Htra3,Htra3,-31.132572904011,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,4.51671885373562e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466154225191835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Aldob,Aldob,65.185,-4.0587,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.0716465126356887,0.148828312546351,NA,NA,NA,NA,6.25750827596525,NA,NA,NA,NA,0.465488589167097,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scml2,Scml2,-297.3,0.88354,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.16361099387066,0.0824773932911932,NA,NA,NA,NA,3.04339935986424,NA,NA,NA,NA,0.464428354543928,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oxct1,Oxct1,-127.957268995869,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.67187789920896e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464219279447495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tango2,Tango2,-19.6913235284306,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.31979801237563e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464161464656328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tecrl,Tecrl,1372,-11.592,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.230177929371223,0.0524637077154489,NA,NA,NA,NA,3.1397657512722,NA,NA,NA,NA,0.46325107905059,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Myh7,Myh7,153.889040461308,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3.53051099378489e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46211129064431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Olfr1206,Olfr1206,-15.024,0.40473,520.78,-4.1627,NA,NA,0,0,0,-1,NA,NA,0.455964799097404,0.257513758688266,0.213984190032132,0.0940178443635584,NA,NA,3.38695325746987,20.9441651365407,20.9948398358058,NA,NA,0.461066972350234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ckmt2,Ckmt2,69887,-396.47,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.144628405262161,0.0531177938320896,NA,NA,NA,NA,3.07548238629041,NA,NA,NA,NA,0.459108955341744,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tas2r114,Tas2r114,-0.72678,0.73572,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.162070023373672,0.0644215456065984,NA,NA,NA,NA,9.88966426777987,NA,NA,NA,NA,0.455821747047032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Akr7a5,Akr7a5,-9.25960997649726,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,2.1352669337106e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455320611470005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Perp,Perp,-12.0173857577719,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000260596801535229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454673077084001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Slc20a2,Slc20a2,-26.2733820238847,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,7.07541236088688e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453391963920604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Col14a1,Col14a1,-4.3882,13.717,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.16843020091388,0.0953771301109943,NA,NA,NA,NA,17.4444630714905,NA,NA,NA,NA,0.452683564897961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cnksr2,Cnksr2,1.34808616838939,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00245137556353489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451825682577792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dnaja3,Dnaja3,-23.4433211485083,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,3.3374805813177e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451631273232169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gsta2,Gsta2,0.643239053143343,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.24272971606186e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450824742753078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gm38299,Gm38299,-0.14204,1.2227,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.273540815979243,0.0695550901404261,NA,NA,NA,NA,17.3676018607605,NA,NA,NA,NA,0.449899245783914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tmem182,Tmem182,27.571,-32.304,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.191626748385246,0.0683841339798109,NA,NA,NA,NA,9.04920173825999,NA,NA,NA,NA,0.449616158605564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2010001K21Rik,2010001K21Rik,-0.93921,3.2497,NA,NA,NA,NA,-1,0,NA,NA,NA,NA,0.0751285786732941,0.1695070373742,NA,NA,NA,NA,21.9792553549903,NA,NA,NA,NA,0.448423666152314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
Zfp423,Zfp423,-8.8451,1.4778,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.10497532420728,0.0872808409571771,NA,NA,NA,NA,8.43899714356678,NA,NA,NA,NA,0.448422366230879,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ccng1,Ccng1,171.19,-263.12,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.145281065305914,0.0744899567159506,NA,NA,NA,NA,12.3291746067953,NA,NA,NA,NA,0.448139958728046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pnpla2,Pnpla2,-72.7633109568687,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,2.87852271507493e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446258058929754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Art3,Art3,-30.5971209056534,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.22958539394472e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446176933701883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ldhd,Ldhd,0.2629,-17.101,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.464362077105829,0.080731796416394,NA,NA,NA,NA,18.0069153904104,NA,NA,NA,NA,0.445790475891859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ighv5-17,Ighv5-17,-0.090284,0.93983,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.30986923744556,0.072724574167452,NA,NA,NA,NA,17.2403411375599,NA,NA,NA,NA,0.445193725544835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mrpl44,Mrpl44,-5.33570220496478,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.59516031363105e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444403749575221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Prodh,Prodh,-3.6190928352163,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,5.16954655338457e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443351798129941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ak3,Ak3,-20.2056033840642,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.71939256617259e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443131674217422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Prf1,Prf1,-0.69396,0.85334,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.140220076386856,0.0889788071078112,NA,NA,NA,NA,14.7713231754107,NA,NA,NA,NA,0.44162020421327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Foxred1,Foxred1,-10.2314199779565,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.662938255973e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441539692504332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Msln,Msln,-4.77029520493102,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,5.60392160779026e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440958843529167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gpsm1,Gpsm1,-22.2893854684971,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.6322035748246e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440327095257958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mlycd,Mlycd,-33.8267667245735,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,3.75589368925443e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438655327547236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cd99l2,Cd99l2,-0.88641,-21.654,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.434322724458169,0.0994402224507707,NA,NA,NA,NA,15.4975416099697,NA,NA,NA,NA,0.438227857717577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Prl2a1,Prl2a1,-0.14716,19.878,-315.03,191.25,-2.3546,NA,0,0,-1,1,0,NA,0.34844608146802,0.379174780128505,0.0961007073558114,0.0905814723437054,0.128165344291828,NA,14.7403073430706,17.7997130130285,19.1179685717301,21.0555391974192,NA,0.437430334056061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Shtn1,Shtn1,1.8598,-11.719,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0.0512807996667796,0.486508244715633,NA,NA,NA,NA,25.1707031717349,NA,NA,NA,NA,0.435957418578167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Hibch,Hibch,17.656,-14.925,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.138396309419039,0.0641985284854478,NA,NA,NA,NA,9.83858662429156,NA,NA,NA,NA,0.434142125985814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gm8446,Gm8446,0.239215490604983,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00084094220498309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433789458629915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mmaa,Mmaa,-5.86059157592781,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,4.36174258614197e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4336864600769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Trmt2b,Trmt2b,1.1203,-16.717,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.375259164951978,0.0832917914938824,NA,NA,NA,NA,16.482702238748,NA,NA,NA,NA,0.431858004182633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rmc1,Rmc1,-5.14364936693965,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,6.5709893170827e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43074057999179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Slitrk2,Slitrk2,0.395975997879841,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0111814973091396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430368497791107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Usp13,Usp13,-27.8371349054545,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,3.04678040792726e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428945331390186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Agtpbp1,Agtpbp1,-13.7004803837932,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,5.28203309293648e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428927684894194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Med16,Med16,-5.56904267158904,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,0.000734024672366695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425827636526174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cxcl14,Cxcl14,4.1020873644041,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.0230681144034492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424810333848475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cd6,Cd6,0.13549,335.12,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.228253783513116,0.0992421582581148,NA,NA,NA,NA,26.9507526465852,NA,NA,NA,NA,0.424785665422598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Ythdc2,Ythdc2,-754.51,2.7217,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0.129767620862003,0.0732358936569463,NA,NA,NA,NA,3.08741494576847,NA,NA,NA,NA,0.422672581830148,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Klra9,Klra9,1.33016852376525,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9.35907010035905e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422572861622073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cdkl5,Cdkl5,1.38082182546052,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.00812207025229801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422122744545684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sesn1,Sesn1,-37.6810069940999,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,1.09492623750525e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421651046086752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gcdh,Gcdh,4.0144,-20.72,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,0.237499106107626,0.091537010625087,NA,NA,NA,NA,15.2410882019259,NA,NA,NA,NA,0.419949860741946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Zbp1,Zbp1,0.812348197612213,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2.82980171918484e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419901684700546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
